,Unnamed: 0,place_name,description,province,etymology
865,865,Richmond,"Richmond: township in Lennox county, Ontario,
    organized in 1786. It took its name from Charles Lennox, third Duke of
    Richmond. The title was taken from the town of Richmond
    in Yorkshire. See Lennox. The villages of Richmond in Carleton county, and
    Richmond Hill in York county, Ontario, are named after
    the fourth Duke of Richmond, Governor-General of
    Canada, 1818-’19, so also the county and town of Richmond,
    Quebec.",Ontario,English
866,866,Rideau,"Rideau: river in Ontario, an affluent of the Ottawa,
    a lake expansion of the river, a canal connecting
    Kingston with Ottawa by way of the river and lake, and
    a falls on the river in the vicinity of Ottawa. [242] Rideau is a French word meaning “a curtain, a
    screen”, descriptive of the appearance of the Falls to
    which the word was first applied. The Governor-General’s
    residence at Ottawa is called Rideau Hall.",Ontario,French
867,867,Ridgetown,"Ridgetown: picturesque and enterprising town in
    Kent county, Ontario. It was incorporated as a village
    in 1876 and as a town in 1882. The first settlers taking up the four farms that afterwards
    became incorporated in the town were, William
    Marsh, James Watson, Edmund Mitton, and Ebenezer
    Colby. Mr. Marsh came in 1822, and the others in 1823. The town was named from its location on the summit
    of the ridge or watershed dividing the water flowing to
    the River Thames on the north and to Lake Erie on the
    south. The honour of giving the name was bestowed by
    the settlers on James Watson, who furnished the lot for
    the first school-house which was built in 1830 at a corner
    that is now the centre of the town.",Ontario,English
868,868,Ridout,"Ridout: township in Muskoka district, Ontario, organized
    in 1862. It is named in honour of a well-known Toronto family
    of a former generation, of which Thomas Ridout was the
    founder. Mr. Ridout was an Englishman by birth from
    Sherbourne, Dorsetshire. He settled with his family in
    York, now Toronto, in 1797. Mr. Ridout became Surveyor-General
    of Upper Canada, Registrar of York county,
    and member of the Legislative Council.",Ontario,English
869,869,Rimouski,"Rimouski: county in Quebec, and also its chief town. All authorities agree the word is Malecite or Micmac
    and means “the home or retreat of dogs”, in allusion
    perhaps to its fine hunting grounds.",Quebec,Indigenous
870,870,Riviere du Loup,"Rivière du Loup: city in Temiscouata county, Quebec. It derived its name from the river there so called on
    a map of 1685. Loup is the French word for wolf. It[243] was the river of the wolves or Mahingan Indians. The
    name may have been suggested by, the ferocity of the
    animals, or by the warlike disposition of the Indians that
    inhabited this region, or by both. There is also a Rivière du Loup in Maskinonge county,
    Quebec.",Quebec,French
871,871,Robinson,"Robinson: township in Manitoulin district, Ontario,
    erected in 1879. It took its name from a member of a distinguished
    Toronto family, probably Hon. John Beverley Robinson,
    1821-’96, son of Chief-Justice Sir J. B. Robinson. Mr.
    Robinson was Lieutenant-Governor of Ontario from 1880
    to 1887.",Ontario,English
872,872,Rochester,"Rochester: township in Essex county, Ontario, organized
    in 1792. It took its name from an ancient Roman station or
    camp (now a city) in Kent county, England. The English
    city has a famous castle built by Bishop Gundolph in
    the eleventh century. It is still in a fair state of preservation.",Ontario,English
873,873,Rocky,"Rocky: mountains in Alberta and B.C. The earliest recorded reference to these mountains is
    found in the diary of 1716 of James Knight, who was
    governor of York Factory. Indians from this part of the
    country told him it was very mountainous and of a
    prodigious height. In 1730 Beauharnois the French Governor transmitted
    to France a sketch drawn for La Vérendrye by
    the Indian Ochagach on which is indicated the “Montagnes
    de Pierres Brillantes” or “Mountains of Bright
    Stones”. Legardeur St.-Pierre’s Journal of 1752 refers to them
    by their present name “Montagnes de Roche”, which in
    Cree Indian is assinwati. [244]",Alberta,French
874,874,Rogers,"Rogers: glacier, pass and peak, Selkirk mountains,
    Kootenay district, British Columbia. They were named after Albert B. Rogers (1829-1889)
    who, in 1883 explored the pass that bears his name and
    by which the Canadian Pacific Railway crosses the
    Selkirks. When Van Horne took hold of the C.P.R. in 1882, its
    charter provided for the line to be built through the Yellowhead
    Pass, but the route was changed to go to Fort
    Calgary even though no pass through the Selkirks was
    known. Rogers and a companion named Carroll were
    sent to search for one. After months of incredible hardships
    the pass was found which is forever associated with
    his name. Rogers was a graduate of high standing of Yale, a
    lover and liver of the wild. The C.P.R. acknowledged his
    great service by a cheque for $5,000. He did not cash
    it but had the check framed and hung in his brother’s
    home in Minnesota. When Van Horne reminded him a
    year later that he had not cashed the check, Rogers said
    he was not in the game for money.",British Columbia,English
875,875,Rolph,"Rolph: township in Renfrew county, Ontario, organized
    in 1855. It was named after Hon. John Rolph, M.D., 1793-1870.
    He was opposed to the Family Compact and secretly
    associated with William Lyon Mackenzie. On the outbreak
    of the Rebellion Rolph fled to the United States,
    but was pardoned and returned to Canada in 1843. After
    his return he was elected to Parliament. In 1853 Dr.
    Rolph founded the Toronto School of Medicine.",Ontario,English
876,876,Romney,"Romney: township in Kent county, Ontario, formed in
    1794. It was named after a small town and Cinque Port in
    Kent county, England. [245]",Ontario,English
877,877,Rondeau,"Rondeau: village in Kent county, Ontario. Rondeau
    Harbour is a village and port on Lake Erie in the same
    county. Rondeau is derived from the French rond, “circular”
    and eau, “water”. The name is descriptive of the shape
    of the harbour.",Ontario,French
878,878,Ross,"Ross: township in Renfrew county, Ontario, organized
    in 1830. It took its name, doubtless, from Ross county, Scotland,
    having been settled largely by Highlanders from
    that county. The name of Sir James Clark Ross, 1800-1862,
    a British navigator and Arctic discoverer, has been
    associated sometimes with the naming of this township.",Ontario,Scottish
879,879,Rouyn,"Rouyn: canton in Temiscaming county, Quebec,
    erected in 1916; and a lake and mining town in the
    district. They were named in memory of Captain de Rouyn of
    a famous French regiment that gave distinguished service
    to New France. Some three years ago gold was discovered in Rouyn
    and later rich copper mines. Copper is now counted as
    the wealth of the Rouyn belt with enough gold to pay for
    mining and reducing the ore. The town of Rouyn has
    now (1927) a population of over 4,000 and is provided
    with all modern civic conveniences.",Quebec,French
880,880,Roxborough,"Roxborough: township in Stormont county, Ontario,
    formed in 1798. It was named after Roxburghshire, a border county of
    Scotland. Some writers state the selection of this name
    was due to King George III.’s friendship for the Right
    Hon. John Ker, third Duke of Roxburgh.",Ontario,Scottish
881,881,Runnymede,"Runnymede: district, avenue, and public school in
    the western part of the city of Toronto. [246] It took its name from Runnymede (a park, island,
    and district) in Buckinghamshire, England. It was here
    on June 15, 1215, that King John signed Magna Charta or
    the Great Charter of English liberties or rights presented
    by Archbishop Stephen Langton, leader of the people in
    their protest against the unjust exactions of the King. This word is found in literature in three spellings;
    Runnymede, Runnimede, and Runemede. At the railway
    station in England the writer saw “Runemede” and this
    spelling indicates most clearly the origin of this interesting
    word. It was the “meadow of the runes”, that is the
    ancient Anglo-Saxon field of council. Here they met for
    the purpose of legislation. Rune is one of the characters of the earliest alphabet
    of the Teutonic nations. In the plural it was often used
    to represent these people or their language. While Runnymede Park has been government land for
    many years, the historic island and immediate environs
    have been private property until very recently (1929)
    when they were presented to the British nation by Lady
    Fairhaven. All hail the public-spirited Lady and her
    ever-memorable gift.",Unknown,English
