,CGNDB ID,place_name,ISO Language Code,language,Syllabic Form,term,category,Concise Code,Toponymic Feature ID,lat,long,Location,province,relevance,Decision Date,Source,Unnamed: 0.1,Unnamed: 0,description,etymology,merge_type,source
9998,JDMHD,K'i Deldel,clc,T?ilhqotin,,Locality,Populated Place,UNP,0c082a0c9c2d4587a90496cdc08557fe,52.3041667,-124.2313889,Range 3 Coast Land District,British Columbia,250000,3/11/2019,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
9999,ESOGE,Kaawaasaachuuun,nsk,Naskapi,,Named Locality,Populated Place,UNP,0ce8fcf7849c20c31e10a221717540c7,57.069599,-69.207322,Rivière-Koksoak; Nord-du-Québec,Quebec,250000,9/21/2023,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10000,EKDIT,Kaawiipuuskasich,crl,"East Cree, Northern",,Named Locality,Populated Place,UNP,23a16a0ed1e011d892e2080020a0f4c9,50.395833,-73.761944,Mistissini; Nord-du-Québec,Quebec,250000,4/7/1983,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10002,FBSSR,Kaboni,otw,Odawa,,Dispersed Rural Community,Populated Place,UNP,0c42ddfb849c20c3fa87816925246d75,45.7211111,-81.7169444,Manitoulin,Ontario,250000,6/2/1950,Ontario-Ministry of Natural Resources and Forestry,,,,Indigenous,exact,Canadian Geographic Names Database
10003,EKPRY,Kahihikuahtet,moe,Innu,,Named Locality,Populated Place,UNP,af4e18c1d1e011d892e2080020a0f4c9,50.4725,-63.952222,Longue-Pointe-de-Mingan; Minganie,Quebec,250000,9/6/1984,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10006,LAMGZ,Kakisa,xsl,"Dene Zhat?é, South Slavey",,Settlement,Populated Place,UNP,0d0b095c849c20c3d3c19cd41e5eb98a,60.9407,-117.4159,,Northwest Territories,250000,1/11/1971,NT - Education Culture Employment,,,,Indigenous,exact,Canadian Geographic Names Database
10012,AALHK,Kamarsuk,ike,"Inuktitut, Eastern Canadian",,Locality,Populated Place,UNP,0c12a482849c20c31544c2481d57c50b,56.2780555,-61.5930555,,Newfoundland and Labrador,250000,3/7/1957,"NL-Fisheries, Forestry and Agriculture",,,,Indigenous,exact,Canadian Geographic Names Database
10013,EJVKF,Kamishkushikanuts,moe,Innu,,Named Locality,Populated Place,UNP,b02982a5bfac11d892e2080020a0f4c9,49.0313889,-68.6130556,Pessamit; Manicouagan,Quebec,250000,2/4/1982,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10015,EKSZV,Kamitusanikanuch,nsk,Naskapi,,Named Locality,Populated Place,UNP,d48401f5d1e011d892e2080020a0f4c9,57.1097222,-69.2327778,Rivière-Koksoak; Nord-du-Québec,Quebec,250000,1/17/1985,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10016,JBUEC,Kamloops Junction,shs,Secwepemctsín,,Railway Point,Populated Place,UNP,78127933c5f711d892e2080020a0f4c9,50.716667,-120.35,Kamloops Division Yale Land District,British Columbia,250000,8/3/1979,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
10017,EKMGY,Kamouraska-Moulin,mis,Uncoded languages,,Named Locality,Populated Place,UNP,895f19add1e011d892e2080020a0f4c9,47.55,-69.8413889,Kamouraska; Kamouraska,Quebec,250000,10/6/1983,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10018,EKDNQ,Kampanikkut Illuqarvinga,ike,"Inuktitut, Eastern Canadian",,Named Locality,Populated Place,UNP,0cd2ccd1849c20c30f66347132f0029f,56.112222,-76.057778,Baie-d'Hudson; Nord-du-Québec,Quebec,250000,4/7/1983,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10020,JAFOC,Kanaka,mul,Multiple languages,,Railway Point,Populated Place,UNP,5915b3cec6be11d892e2080020a0f4c9,50.1163889,-121.5677778,Kamloops Division Yale Land District,British Columbia,250000,5/2/1957,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
10029,EKMRK,Kapeikwaskokapwitc,mis,Uncoded languages,,Named Locality,Populated Place,UNP,8e104517d1e011d892e2080020a0f4c9,47.808889,-73.885556,La Tuque; Mauricie,Quebec,250000,4/5/1984,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10034,EJVKA,Kashipiautshemus,moe,Innu,,Named Locality,Populated Place,UNP,b00ad710bfac11d892e2080020a0f4c9,49.606389,-68.847778,Rivière-aux-Outardes; Manicouagan,Quebec,250000,2/4/1982,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10035,EIUDB,Kasil,mis,Uncoded languages,,Named Locality,Populated Place,UNP,e43a65b2bf0a11d892e2080020a0f4c9,45.9833333,-74.75,Amherst; Les Laurentides,Quebec,250000,9/22/1976,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10045,EGVBF,Kattiniq,ike,"Inuktitut, Eastern Canadian",,Named Locality,Populated Place,UNP,2a0b9524be2c11d892e2080020a0f4c9,61.7261111,-73.7088889,Rivière-Koksoak; Nord-du-Québec,Quebec,250000,11/3/1970,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10046,EKPPN,Kauahtshuahk,moe,Innu,,Named Locality,Populated Place,UNP,0ccffeca849c20c3b0ae5de8d660fd6b,50.548889,-63.8775,Lac-Jérôme; Minganie,Quebec,250000,9/6/1984,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10050,FBTJB,Kawene,ojb,"Northwestern Ojibwe, Anishinaabemowin",,Dispersed Rural Community,Populated Place,UNP,0c432b90849c20c3bbe1a516d835fc8d,48.7522222,-91.2133333,Rainy River,Ontario,250000,12/31/1962,Ontario-Ministry of Natural Resources and Forestry,,,,Indigenous,exact,Canadian Geographic Names Database
10051,EKTBG,Kawipapach Michiwap,nsk,Naskapi,,Named Locality,Populated Place,UNP,0cb1c935849c20c37966e958a0ca1c67,57.1963889,-69.2944444,Rivière-Koksoak; Nord-du-Québec,Quebec,250000,1/17/1985,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10055,EITOT,Kazabazua,alq,Algonquin,,Municipality,Populated Place,VILG,c3c58792bf0a11d892e2080020a0f4c9,45.950433,-76.014111,Kazabazua; La Vallée-de-la-Gatineau,Quebec,250000,12/24/1976,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10056,EGVCT,Kazabazua Station,alq,Algonquin,,Hamlet,Populated Place,UNP,2e47de57be2c11d892e2080020a0f4c9,45.951111,-76.060278,Kazabazua; La Vallée-de-la-Gatineau,Quebec,250000,12/18/1986,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10080,FBTOO,Keewatin,mis,Uncoded languages,,Community,Populated Place,UNP,5a2bc4adc6ce11d892e2080020a0f4c9,49.7591666,-94.5555555,Kenora,Ontario,250000,1/1/2000,Ontario-Ministry of Natural Resources and Forestry,,,,Indigenous,exact,Canadian Geographic Names Database
10081,FBTOY,Keewaydin,ojg,"Eastern Ojibwe, Nishnaabemwin",,Locality,Populated Place,UNP,0c43431c849c20c31aa429da29fb8de0,47.0805555,-80.0941666,Nipissing,Ontario,250000,11/25/1968,Ontario-Ministry of Natural Resources and Forestry,,,,Indigenous,exact,Canadian Geographic Names Database
10083,EKVQY,Kegaska,moe,Innu,,Village,Populated Place,UNP,0cced800849c20c34e3a2384c4ce3279,50.1836111,-61.2725,Côte-Nord-du-Golfe-du-Saint-Laurent; Le Golfe-du-Saint-Laurent,Quebec,250000,4/11/1985,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10088,FBTQL,Eldon,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c434979849c20c3313cba5008a85338,44.0369444,-80.3852778,Dufferin,Ontario,250000,6/2/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
10110,EGVFO,Kemat,mis,Uncoded languages,,Railway Stop,Populated Place,UNP,38c395cbbe2c11d892e2080020a0f4c9,50.2511111,-66.2533333,Sept-Îles; Sept-Rivières,Quebec,250000,12/5/1968,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10120,FBTUP,Kenabutch,ojc,"Ojibwe, Central",,Railway Point,Populated Place,UNP,0c435c20849c20c39deef827b7af1277,46.2018,-82.48074,Algoma,Ontario,250000,8/14/1952,Ontario-Ministry of Natural Resources and Forestry,,,,Indigenous,exact,Canadian Geographic Names Database
10135,FBTZV,Kenogami Lake,ojc,"Ojibwe, Central",,Dispersed Rural Community,Populated Place,UNP,65798e53c6cd11d892e2080020a0f4c9,48.1041666,-80.2005555,Timiskaming,Ontario,250000,12/31/1974,Ontario-Ministry of Natural Resources and Forestry,,,,Indigenous,exact,Canadian Geographic Names Database
10136,FEEXA,Kenogami Lake Station,ojc,"Ojibwe, Central",,Railway Point,Populated Place,UNP,0c60afcf849c20c37223bde8bb677187,48.1113889,-80.1661111,Timiskaming,Ontario,250000,3/3/1949,Ontario-Ministry of Natural Resources and Forestry,,,,Indigenous,exact,Canadian Geographic Names Database
10137,HADHK,Kenosee Park,cre,Cree,,Hamlet,Populated Place,UNP,0c295086849c20c36bda34f3c7485f79,49.8333475,-102.3004942,24-10-3-W2,Saskatchewan,250000,2/6/1952,"Saskatchewan-Ministry of Parks, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
10140,FBUBL,Kent,und,Undetermined,,Urban Community,Populated Place,UNP,0c4378b7849c20c3e385d9c20f641fd6,44.5938889,-80.5944445,Grey,Ontario,250000,1/26/1976,Ontario-Ministry of Natural Resources and Forestry,539.0,539.0,"Kent: county in Ontario, surveyed in 1792. It took its name from the beautiful county of Kent in
    England. The Teutonic Kingdom of Kent was founded
    by the Jutes after they had driven out the Britons about
    450 A.D. Their chief city was called Cant-wara-byrig or
    Kentmensborough, now the city of Canterbury. There is also a county of Kent in New Brunswick. It
    was named in honour of Prince Edward, Duke of Kent,
    father of Her Majesty, Queen Victoria. [152]",English,exact,Armstrong (1930)
10164,FBUEF,Sherwood,und,Undetermined,,Locality,Populated Place,UNP,5c2990acc6ce11d892e2080020a0f4c9,42.9458334,-81.7436111,Middlesex,Ontario,250000,1/1/2001,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
10176,EKAPS,Kewagama,alq,Algonquin,,Named Locality,Populated Place,UNP,0cd36df9849c20c3d0dab109ae1a889f,48.2338889,-78.4133333,Rouyn-Noranda; Abitibi-Témiscamingue,Quebec,250000,12/21/1982,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10183,EJJJB,Keyano,crl,"East Cree, Northern",,Village,Populated Place,UNP,6eab4251bf9111d892e2080020a0f4c9,53.826944,-73.531944,Eeyou Istchee Baie-James; Nord-du-Québec,Quebec,250000,10/23/1978,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10186,FBUHG,Kenyon,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c439f6e849c20c36c1fc480d82154a4,48.55587,-81.05205,Cochrane,Ontario,250000,5/5/1949,Ontario-Ministry of Natural Resources and Forestry,,,,Welsh,fuzzy,Armstrong (1930)
10196,JBVLB,Kilbella Bay,hei,Haí?zaqv?a (Heiltsuk),,Landing,Populated Place,UNP,0cfc1c2a849c20c3e28a94d577bb07df,51.6997222,-127.3347222,Coast Land District,British Columbia,250000,3/28/1967,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
10234,JAIEP,Kimsquit,hei,Haí?zaqv?a (Heiltsuk),,Locality,Populated Place,UNP,0c8e62b2849c20c38784a82b4265f23c,52.8330556,-126.9513889,Range 3 Coast Land District,British Columbia,250000,3/13/1947,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
10279,IAETJ,Kinikinik,crk,"n?hiyaw?win, Plains Cree",,Locality,Populated Place,UNP,0c84668a849c20c386bfa030195bc998,54.5888889,-113.0108333,5-65-21-W4,Alberta,250000,6/3/1954,AB-Ministry of Culture and Status of Women,,,,Indigenous,exact,Canadian Geographic Names Database
10284,FBUVE,Kinloss,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0c43f0bc849c20c331516a8d3f0bad35,44.0975,-81.42,Bruce,Ontario,250000,12/7/1945,Ontario-Ministry of Natural Resources and Forestry,550.0,550.0,"Kinloss: township in Bruce county, Ontario, erected
    in 1850. It took its name from Kinloss, a parish and hamlet on
    Moray Firth, Elginshire, Scotland. The ruins of the
    beautiful Abbey of Kinloss are still to be seen. It was
    built in 1170 by David I. for the Cistercians. He was
    lost while out hunting and was led here by a white dove in
    answer to his prayers.",Scottish,exact,Armstrong (1930)
10290,HAERV,Kinoosao,cre,Cree,,Hamlet,Populated Place,UNP,20121cf1c6ce11d892e2080020a0f4c9,57.0834553,-102.0170078,,Saskatchewan,250000,5/29/1985,"Saskatchewan-Ministry of Parks, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
10291,GANNA,Kinosota,crk,"n?hiyaw?win, Plains Cree",,Locality,Populated Place,UNP,136258e8bee511d892e2080020a0f4c9,50.905833,-98.866389,"22-10,11-W",Manitoba,250000,3/31/1994,MB-Natural Resources and Northern Development,,,,Indigenous,exact,Canadian Geographic Names Database
10299,GANNE,Kinusisipi,cre,Cree,,Locality,Populated Place,UNP,1493fb1bbee511d892e2080020a0f4c9,53.941667,-97.868889,,Manitoba,250000,1/2/1962,MB-Natural Resources and Northern Development,,,,Indigenous,exact,Canadian Geographic Names Database
10300,FBUWZ,Kiosk,alq,Algonquin,,Compact Rural Community,Populated Place,UNP,0c43f7f6849c20c3de08706451f7c724,46.0905555,-78.8838889,Nipissing,Ontario,250000,11/8/1948,Ontario-Ministry of Natural Resources and Forestry,,,,Indigenous,exact,Canadian Geographic Names Database
10302,HAESA,Kipabiskau,cre,Cree,,Locality,Populated Place,UNP,4af9f530c6cd11d892e2080020a0f4c9,52.569455,-104.177432,41-16-W2,Saskatchewan,250000,5/29/1985,"Saskatchewan-Ministry of Parks, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
10324,IBAMQ,Kisikawokimaw,ojw,"Western Ojibwe, Anishinaabemowin (Saulteaux)",,Locality,Populated Place,UNP,c3f1d95ac00f47cd8fed0e7d9d18f823,52.705,-115.2819444,17-043-09-W5,Alberta,250000,11/4/1999,AB-Ministry of Culture and Status of Women,,,,Indigenous,exact,Canadian Geographic Names Database
10326,EGVQD,Kiskissink,alq,Algonquin,,Named Locality,Populated Place,UNP,e1737bc2be2c11d892e2080020a0f4c9,47.932143,-72.146577,La Tuque; Mauricie,Quebec,250000,12/5/1968,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10330,FBVBL,Kitigan,ojc,"Ojibwe, Central",,Dispersed Rural Community,Populated Place,UNP,0c44116e849c20c35aa05f7ea94003af,49.3844444,-82.2988889,Cochrane,Ontario,250000,5/1/1952,Ontario-Ministry of Natural Resources and Forestry,,,,Indigenous,exact,Canadian Geographic Names Database
10331,JCQPH,Kitsault,ncg,Nisg?aa,,Community,Populated Place,UNP,1944c70dc6ce11d892e2080020a0f4c9,55.4822222,-129.4883333,Cassiar Land District,British Columbia,250000,3/31/1983,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
10336,OAJDQ,Kivitoo,ike,"Inuktitut, Eastern Canadian",,Locality,Populated Place,UNP,0d01a349849c20c3e772713f76a7a42f,67.933333,-64.866667,,Nunavut,250000,11/13/1945,NU-Department of Culture and Heritage,,,,Indigenous,exact,Canadian Geographic Names Database
10337,JAJTR,Kleecoot,nuk,Nuu-chah-nulth,,Community,Populated Place,UNP,0cee0e17c6ce11d892e2080020a0f4c9,49.2997222,-124.9511111,Alberni Land District,British Columbia,250000,12/31/1966,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
10338,JCMFM,Kleena Kleene,kwk,Kwakwala,,Community,Populated Place,UNP,f53620e2c6cd11d892e2080020a0f4c9,51.9497222,-124.8347222,Coast Land District,British Columbia,250000,1/14/1983,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
10341,IABQN,Kleskun Hill,mis,Uncoded languages,,Locality,Populated Place,UNP,0c82f682849c20c37ae8f788407ef2e2,55.2522222,-118.4833333,24-72-4-W6,Alberta,250000,8/6/1953,AB-Ministry of Culture and Status of Women,,,,Indigenous,exact,Canadian Geographic Names Database
10347,KADKK,Klukshu,tli,Tlingit,,Locality,Populated Place,UNP,3c5149c5d05411d892e2080020a0f4c9,60.2936111,-137.0036111,,Yukon,250000,8/12/1980,Yukon-Department of Tourism and Culture,,,,Indigenous,exact,Canadian Geographic Names Database
10367,JALDT,Koksilah,mis,Uncoded languages,,Community,Populated Place,UNP,caa621e1c6cd11d892e2080020a0f4c9,48.766667,-123.68333,Quamichan Land District,British Columbia,250000,1/14/1984,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
10382,EKMRF,Kotowakan,mis,Uncoded languages,,Named Locality,Populated Place,UNP,0cd07a95849c20c3dcbfdff89571c83d,47.876111,-73.831667,La Tuque; Mauricie,Quebec,250000,4/5/1984,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
10383,DALSQ,Kouchibouguac,mic,"Mikmaw, Migmaw",,Dispersed Rural Community,Populated Place,UNP,0c7d12b2849c20c3dc141d0822f99090,46.795823,-65.055778,Kent,New Brunswick,250000,10/6/1949,"New Brunswick-Tourism, Culture and Heritage",,,,Indigenous,exact,Canadian Geographic Names Database
10398,FBVLK,Kemptville,und,Undetermined,,Locality,Populated Place,UNP,0c445b12849c20c37a3393a8b2c2d124,43.6855555,-80.7566666,Wellington,Ontario,250000,1/28/1978,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930)
10401,JCLPL,Kuskonook,mis,Uncoded languages,,Community,Populated Place,UNP,0cfcc698849c20c3e9d9faefcbec6e7c,49.300278,-116.661389,Kootenay Land District,British Columbia,250000,9/4/1947,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database
10407,EPHZQ,Kaminikacik,alq,Algonquin,,Named Locality,Populated Place,UNP,0cc9a480849c20c35f2819daa65df800,47.587222,-77.387778,Réservoir-Dozois; La Vallée-de-l'Or,Quebec,250000,3/13/1990,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database
